priority,id,class,phyloP,phastCons,denovo,lnTPM,max_Lu_riboTPM,validated by 2nd method
282,1790.1,utORFs,0.9493133419759878,0.587753334269704,Yes,3.4786989865439155,0.097036,No
283,1735.1,utORFs,1.11674603163117,0.673900794800526,No,2.85774697700856,0.14518,No
284,3755.1,utORFs,0.448747137946815,0.44702298881689506,No,1.7698053992378828,0.0,No
285,1480.1,mel-specific,0.48256117954284294,0.831635021459201,Yes,1.424623571233171,0.0,No
286,4233.1,mel-specific,0.686584576310387,0.986391378650025,No,3.543252547661367,0.0,No
287,75.1,utORFs,0.963685715908096,0.760371430212676,Yes,2.6712107518216457,0.15248499999999998,No
288,4239.1,fast-evolving,0.0079423090389285,0.0186794874547885,Yes,1.7470472788094389,0.0,No
289,2443.1,utORFs,0.7738749889831519,0.502760416858412,Yes,2.465227444874965,0.181177,No
290,1624.1,unassigned,0.709024705625501,0.795177043179899,No,4.258780325918817,0.008767,No
291,662.1,utORFs,1.5573333623260301,0.705799999174972,No,3.851365455569589,0.051028,No
292,4206.1,mel-specific,0.0339169716928723,0.153938949893039,No,1.730448090814949,0.0,No
293,2055.1,alt-frame,1.30500000949811,0.89470370552606,Yes,1.529005428807786,0.053598,No
294,3000.1,fast-evolving,0.13161110786798702,0.0663000001481527,Yes,1.7025507708039946,0.0,No
295,1857.1,unassigned,0.457762446086336,0.36670115006725396,No,1.684004607929609,0.0,No
296,4330.1,utORFs,2.06084906797762,0.882534591431302,Yes,1.3155236602303548,0.100767,No
297,2042.1,fast-evolving,0.105494949444564,0.12522222135319502,Yes,0.0902473854618624,0.10051,No
298,444.1,utORFs,1.4541217822238999,0.721522436366799,Yes,2.775015400473021,0.12401600000000002,No
299,2630.1,utORFs,0.955423073902822,0.8045256404319591,Yes,1.4258265642166805,0.072888,No
300,1133.1,utORFs,1.4851919414588401,0.776383837811987,Yes,2.517901370972727,0.15526600000000002,No
301,738.1,utORFs,0.74666666833014,0.504450294119714,No,3.308354708391433,0.076552,No
302,1521.1,mel-specific,0.12580391750944903,0.0424313726446902,Yes,1.6454154876808404,0.0,No
303,4686.1,utORFs,0.7832449049669871,0.555904762927113,Yes,3.912029585406498,0.01524,No
304,2056.1,utORFs,0.832777778091397,0.5246984122706599,Yes,3.084263619804855,0.098373,No
305,910.1,alt-frame,1.9301372374974,0.998470588057649,No,3.138466793439643,0.0,No
306,790.1,mel-specific,0.323015873283443,0.48973809324005396,Yes,1.6263253141943463,0.0,No
307,2512.1,utORFs,1.8142142867492101,0.894999999231437,No,3.131500730832454,0.0,No
308,2244.1,fast-evolving,0.0349487160893682,0.020564102616985,No,1.6172665882274777,0.0,No
309,1446.3,unassigned,0.976372546735494,0.883813726405303,No,3.0869619576295744,0.0,No
310,148.1,utORFs,1.0765119000848,0.81024404955055,Yes,1.325849316928429,0.077665,No
311,2334.1,fast-evolving,0.272371792879242,0.0758205128054564,No,1.6069197445089312,0.0,No
312,3754.1,utORFs,1.7889666563850701,0.933583333094915,Yes,3.0372675176512813,0.0,No
313,1848.1,utORFs,1.2057261871855802,0.823583332254895,Yes,3.025324813090504,0.0,No
314,9.1,utORFs,0.8261176488298342,0.49081372477310503,Yes,1.8335512333697102,0.4459,No
315,4168.1,utORFs,1.86607404405044,0.849574075733674,Yes,0.5078074737298852,0.380749,No
316,1004.1,mel-specific,0.0775483874303679,0.0161612904179961,Yes,-1.430509606208644,0.140757,No
317,1925.1,utORFs,1.33264516590423,0.7694193555545359,Yes,2.3339811385089364,0.14692,No
318,1884.1,utORFs,1.09829167184135,0.8017083342775649,Yes,2.981084415576546,0.0,No
319,3121.2,alt-frame,2.27419872864341,0.8216089748975949,Yes,2.9700421398548276,0.0,No
320,400.1,alt-frame,1.1276754386674,0.855982457205915,Yes,2.9501402747972483,0.0,No
321,4141.1,utORFs,1.4522021212582,0.7749397167221791,Yes,1.7017578076086162,0.686351,No
322,360.1,alt-frame,1.81754544865566,0.936909087961822,Yes,2.9375124672245025,0.0,No
323,1911.1,fast-evolving,-0.005079366503253821,0.00625396831448944,Yes,1.5419016224741775,0.0,No
324,2777.1,unassigned,0.892975307150203,0.47506172864634605,No,2.4933185040633776,0.11543599999999998,No
325,793.1,utORFs,0.874695032732627,0.557354610163969,Yes,2.6238915512145864,0.10634,No
326,1622.1,unassigned,0.0,0.0,No,1.5226913003911384,0.0,No
327,2008.1,utORFs,0.6173428565618541,0.728619047491589,No,2.1110115482487473,0.18953299999999998,No
328,101.1,utORFs,0.962144917924888,0.631323672345714,Yes,1.6922633907611857,0.5192859999999999,No
329,803.1,alt-frame,1.9697719428753602,0.9979824591101261,No,2.72553236041603,0.0,No
330,799.1,fast-evolving,0.235287357833579,0.13663218468936097,Yes,1.5042753771768613,0.0,No
331,1935.1,fast-evolving,0.15004597746917,0.0981839098526036,Yes,1.4960015413291898,0.0,No
332,1838.1,utORFs,2.25603924523674,0.977411765678256,Yes,2.715746508403342,0.0,No
333,1719.1,utORFs,0.41153487782607706,0.510720933130545,No,1.492893983767468,0.0,No
334,1517.1,utORFs,1.26629630227309,0.7340246904619829,Yes,2.1869299916786096,0.169414,No
335,1966.1,nonfunctional,-0.370347222468505,0.00170833336111779,Yes,-6.907755278982137,0.15029700000000001,No
336,2359.1,fast-evolving,0.18055555493467398,0.0373650794878366,Yes,1.4846587357556082,0.0,No
337,385.1,utORFs,1.3198412814665401,0.8522063475989159,No,2.6588290740816274,0.0,No
338,1673.1,mel-specific,0.383733333688643,0.291588887521842,Yes,1.477749620255961,0.0,No
339,854.1,utORFs,1.7558529125572198,0.850313725104606,Yes,0.6086100129156842,0.204933,No
340,2430.1,fast-evolving,0.299052074937208,0.16628125063774302,Yes,1.4776152305600945,0.0,No
341,2060.1,utORFs,0.624499995163124,0.327100000159246,Yes,3.1229079488291154,0.028056,No
342,1013.1,utORFs,1.04479999812665,0.604088890143774,Yes,2.6169303230413523,0.081227,No
343,2194.1,utORFs,0.834595238159927,0.659942177893296,Yes,2.5302864815693473,0.09182,No
344,598.1,utORFs,1.3716158208751001,0.6420282500432299,Yes,2.6587581309990647,0.069987,No
345,2724.1,alt-frame,0.8430476208764408,0.9947936525420541,No,0.6419712477063131,0.0,Yes
346,1823.1,utORFs,1.15106597221893,0.6286840271382571,Yes,0.8552341417728532,0.038965,Yes
347,2444.1,utORFs,0.9203130423104849,0.7278000003837081,Yes,2.8494173472018676,0.049808,No
348,1263.1,mel-specific,0.184799997452646,0.0712666665995493,Yes,1.4031920378357363,0.0,No
349,2460.1,utORFs,0.488933333499978,0.308666669257606,Yes,1.3959597503909627,0.0,No
350,1674.1,fast-evolving,0.0705901624105586,0.0934207649517275,Yes,1.3882027889125714,0.0,No
351,576.1,utORFs,0.233549560655143,0.26817116967133897,Yes,1.382845169491681,0.0,No
352,2170.1,utORFs,0.5851428595252359,0.440797620574899,Yes,1.8567177460058997,0.2142,No
353,1930.1,utORFs,1.7905185186235202,0.9006296311401659,Yes,2.4560103955130708,0.0,No
354,2154.1,utORFs,2.46284315501358,0.862901960152621,No,2.4421704110764,0.0,No
355,1146.1,utORFs,1.07577777428863,0.36663888818940105,Yes,1.884272710942138,0.20031300000000002,No
356,4572.1,unassigned,0.0,0.0,No,1.3421251040951523,0.0,No
357,2644.1,utORFs,0.953890106929023,0.707439562706652,Yes,2.5320902065943867,0.06590800000000001,No
358,727.1,utORFs,1.4327272956419501,0.74223232229894,Yes,2.1994778146670444,0.11842000000000001,No
359,4447.1,utORFs,2.01468553345902,0.806779875621381,No,0.919276270714521,0.105618,No
360,380.1,alt-frame,2.11708080437448,0.9905656564115269,Yes,2.373385716179505,0.0,No
361,4214.1,fast-evolving,0.177438094196398,0.10759047654324301,Yes,1.3319556446647987,0.0,No
362,2177.1,alt-frame,2.70805660343023,0.988283019676898,No,1.1787725278960808,0.032532,No
363,478.1,utORFs,0.477802196693276,0.390124542579386,Yes,-0.4002477422624923,0.055092999999999996,No
364,4230.1,utORFs,1.58977381965101,0.749361904959715,Yes,2.589849303153538,0.055479999999999995,No
365,2232.1,utORFs,0.574062506324683,0.322118056735134,Yes,1.6733161531345129,0.314117,No
366,3035.1,fast-evolving,0.0195000020321459,0.0462708336878374,Yes,1.319678216549997,0.0,No
367,3143.1,utORFs,2.38116180189136,0.938455883176157,No,0.9799946548315353,0.09114,No
368,1487.1,fast-evolving,0.414853330117961,0.194519999728849,Yes,1.3171296891617976,0.0,No
369,428.1,utORFs,0.568388886698004,0.4129135804373,Yes,2.042458912147927,0.13960799999999998,No
370,987.1,alt-frame,1.8557800131508502,0.9847800004482271,No,2.322918167813353,0.0,No
371,2176.1,alt-frame,2.29561362715498,0.9441666666869859,No,0.7509716503131765,0.11746300000000001,No
372,671.1,utORFs,1.04068000733852,0.881759999593099,Yes,2.2977931298563097,0.0,No
373,272.1,alt-frame,1.87453706676347,0.827685185324366,No,2.2806337147852465,0.0,No
374,2562.1,mel-specific,0.27537719317785403,0.203377191805518,Yes,1.2737050024435883,0.0,No
375,1829.1,utORFs,0.7505652155268241,0.38695652206745507,Yes,2.3081231297209546,0.079461,No
376,2006.1,utORFs,0.48279166239081,0.597166666256574,No,1.2622976542813646,0.0,No
377,774.1,utORFs,1.2264127026179,0.872841271505292,No,2.2611247697853756,0.0,No
378,1977.1,fast-evolving,0.33471428877895804,0.15055555593045003,Yes,1.256127587525416,0.0,No
379,709.1,utORFs,1.7892341478506002,0.767376984030725,Yes,1.6886839336064376,0.22317399999999998,No
380,1993.2,alt-frame,2.52190643025028,0.881269007467131,Yes,2.2583989042462713,0.0,No
381,3999.1,utORFs,1.1437235774001,0.6235691045318179,Yes,2.4640403720161608,0.046254,No
382,1720.1,unassigned,0.0,0.0,No,1.2408803634307934,0.0,No
383,2178.1,unassigned,0.0,0.0,No,1.2299767518626363,0.0,No
384,2438.1,alt-frame,1.99480208364306,0.8731249999727879,Yes,2.245217174856663,0.0,No
385,731.1,utORFs,0.29136274343552804,0.33859313727246904,Yes,1.219714255020227,0.0,No
386,133.1,unassigned,0.0,0.0,No,1.2164930973223358,0.0,No
387,2044.1,mel-specific,0.650418114831612,0.7785183066039691,Yes,2.5870125499258276,0.007129000000000001,No
388,3023.1,utORFs,1.31360684018821,0.710880342298824,Yes,2.1472129174445507,0.09958,No
389,3547.1,alt-frame,3.3849607706069906,1.0,No,2.22704515760864,0.0,No
390,88.1,fast-evolving,-0.127015155768304,0.0123333331818382,Yes,1.1832116758141975,0.0,No
391,168.1,utORFs,1.4670854668136901,0.9230598297216891,Yes,2.2199487497537724,0.0,No
392,1828.1,utORFs,1.27082608416137,0.7531086961187059,Yes,2.1874976459719715,0.094291,No
393,2374.1,fast-evolving,0.270728203636379,0.195266666020959,Yes,1.1755097475360148,0.0,No
394,456.1,utORFs,1.591227508017,0.9491111102339042,No,2.2088762104286945,0.0,No
395,1907.1,alt-frame,1.33585469726807,0.945358975830241,Yes,2.2053071584295756,0.0,No
396,285.1,utORFs,1.45976577467612,0.962657658299347,Yes,2.195393346099752,0.0,No
397,1568.1,utORFs,0.4825396785246471,0.501174602437661,No,1.168283863117424,0.0,No
398,344.2,utORFs,0.622785722469589,0.330622023344664,Yes,2.272804006049087,0.06095,No
399,508.1,utORFs,1.4870162541633503,0.807943090711289,Yes,2.1939117626869677,0.0,No
400,4346.1,utORFs,1.14515517519328,0.7149137933587991,Yes,2.5348341035063733,8e-06,No
401,2497.1,utORFs,0.964519999076923,0.6448533334334691,Yes,1.6401816434381533,0.20701,No
402,690.1,utORFs,1.5466842181491798,0.7988771928517879,Yes,1.9880958304746406,0.108859,No
403,2217.1,utORFs,0.623349587667764,0.39511381972550896,Yes,1.756213290031557,0.17273,No
404,169.1,alt-frame,1.8000952345984298,0.9929206352385259,Yes,2.16511785077947,0.0,No
405,301.1,alt-frame,1.74760146107714,0.7173623210080708,No,2.050267719074121,0.10486600000000001,No
406,114.1,fast-evolving,0.289575756785008,0.18543181792748198,Yes,1.1397177630041648,0.0,No
407,1749.1,utORFs,2.07319751204808,0.946530864930447,No,2.15735536951127,0.0,No
408,830.1,utORFs,1.0506738130613,0.640750000045712,Yes,2.2483596092009175,0.061963,No
409,2382.1,fast-evolving,0.18219047350409803,0.19293333293005302,No,1.137160981194308,0.0,No
410,887.1,fast-evolving,-0.0646666670994212,0.00173958336017677,Yes,1.136909819409354,0.0,No
411,1757.1,utORFs,0.9117469824925358,0.587012048025268,Yes,2.2542550879351686,0.057948,No
412,2338.1,utORFs,0.49907602352901703,0.42162573039708706,Yes,1.125138990645516,0.0,No
413,78.1,utORFs,0.650634928355141,0.658761903826546,Yes,1.5317059662270007,0.2856,No
414,4759.1,unassigned,0.0,0.0,No,1.1211894946310617,0.0,No
415,1653.1,utORFs,1.01826923016387,0.7323333332434491,Yes,1.955015002366744,0.10988599999999998,No
416,1551.1,fast-evolving,0.128063065352271,0.126567567924147,Yes,1.1198429807615118,0.0,No
417,161.1,alt-frame,0.7348848457532849,0.911084851419384,Yes,1.0082407271217162,0.025278,No
418,3863.1,utORFs,1.36126242887149,0.795765958875847,No,2.2637777343979972,0.046142,No
419,2158.1,utORFs,2.05686665837808,0.996400000651677,Yes,2.0897467600480293,0.0,No
420,1933.1,alt-frame,1.3954880880018703,0.9416011916605171,Yes,2.086560392426467,0.0,No
421,1840.1,utORFs,1.15611282405145,0.706482052049623,No,1.8063703748561204,0.138741,No
422,1162.1,alt-frame,1.887462961315,0.998703704939948,Yes,2.062227603335272,0.0,No
423,2718.1,utORFs,1.4538888964698502,0.967016667293178,No,2.0581202242573746,0.0,No
424,4451.1,unassigned,0.0,0.0,No,1.0871208475810248,0.0,No
425,1710.1,utORFs,1.4863333288571798,0.6343693680052329,No,1.8459644704799174,0.11780499999999999,No
426,2448.1,alt-frame,2.16163331878682,0.9355833341988421,No,2.019761200452622,0.0,No
427,2645.1,fast-evolving,-0.16339215274681101,0.064980392746043,Yes,1.0679764332796733,0.0,No
428,2478.1,mel-specific,-0.0172156856975098,0.0244509805445833,Yes,1.0641550653941783,0.0,No
429,729.1,utORFs,1.18954955674456,0.546846847447382,Yes,1.4448582728958212,0.2888,No
430,2314.1,utORFs,1.36769314911512,0.7284550250621229,No,1.3809018476187633,0.33781,No
431,1685.1,alt-frame,2.1849019761179,0.9985098032390369,No,1.9868350411385756,0.0,No
432,2662.1,utORFs,1.2283478248661899,0.8205652187267941,No,1.9799380070397312,0.0,No
433,95.1,utORFs,1.37629412459643,0.962990199818331,Yes,1.9734622234920987,0.0,No
434,933.1,utORFs,1.32696968398875,0.986424243811405,No,1.9687029791069928,0.0,No
435,280.1,mel-specific,0.287377190737364,0.141350876618577,Yes,1.0104799199656174,0.0,No
436,2452.1,utORFs,1.14124691077037,0.7310493813430959,Yes,1.1990230746000223,0.54997,No
437,571.1,utORFs,0.8996018438979431,0.529722223558498,No,1.682452472745191,0.139264,No
438,2617.1,alt-frame,1.17851850711223,0.91159259389948,Yes,1.935974092385983,0.0,No
439,10.1,fast-evolving,-0.226208333275281,0.0100416667094881,Yes,0.9802607164254252,0.0,No
440,318.1,utORFs,1.1197657687191,0.6618738747096979,Yes,1.812305774175814,0.107418,No
441,2307.1,alt-frame,2.16760000549257,0.8945555575605899,No,1.9234895320985201,0.0,No
442,2853.1,utORFs,0.836441445648922,0.6879189178045539,No,2.0101473301516775,0.058613,No
443,1331.1,mel-specific,0.0699090938380157,0.0629999997909181,Yes,0.9588136789540457,0.0,No
444,1126.1,utORFs,1.81573074559371,0.823512822174682,No,1.9055280875122584,0.0,No
445,1203.1,fast-evolving,-0.175760417075556,0.00781250000848862,Yes,0.954554833774603,0.0,No
446,2053.1,fast-evolving,0.12476271356319199,0.108983050588529,Yes,0.9422687618639243,0.0,No
447,1887.1,alt-frame,2.76358732167217,0.883190476025144,No,1.8935209160004423,0.0,No
448,1188.1,fast-evolving,0.0761562461848371,0.107520833309536,Yes,0.9345238929081147,0.0,No
449,153.1,alt-frame,1.95699572574713,0.832641025125069,Yes,0.5541775991838815,0.076432,No
450,4838.1,utORFs,1.04069523914673,0.954485714719409,Yes,-0.268656217353261,0.182784,No
451,4822.1,utORFs,1.42206249440399,0.7846041661820591,No,1.1001627527439066,0.608362,No
452,2773.1,utORFs,1.1786370412688,0.630962963366053,Yes,1.148555755781926,0.47808999999999996,No
453,3011.1,unassigned,0.0,0.0,No,0.9067695489238516,0.0,No
454,412.1,utORFs,1.4647999809589198,0.5657599971257149,Yes,1.3557604085737982,0.2479,No
455,1733.1,utORFs,0.506747475392514,0.36271717144068205,Yes,1.413902718791159,0.216081,No
456,4289.1,utORFs,1.29398611041769,0.8228472231615649,Yes,1.8474156905267314,0.0,No
457,3489.1,mel-specific,0.190801801856372,0.0652792797830828,Yes,0.8908330166674087,0.0,No
458,2164.1,alt-frame,2.85397530264325,0.9993333338219441,No,1.840883387219293,0.0,No
459,657.1,fast-evolving,0.19196078140179001,0.045313725156673,No,0.8713682585363886,0.0,No
460,2451.1,utORFs,1.39103535801699,0.8197878788053671,Yes,0.6508324057307081,0.041536000000000003,No
461,1147.1,utORFs,1.1653063052694699,0.81883783856625,Yes,1.8152588498750581,0.0,No
462,824.1,fast-evolving,-0.38778333143952004,0.0014166666641055301,No,0.8229510094429555,0.0,No
463,1159.1,utORFs,1.0045714311479101,0.6723619044270539,Yes,1.541262064235563,0.14851199999999998,No
464,1698.1,utORFs,1.98867947564651,0.961320512569868,Yes,1.811836568657234,0.0,No
465,2971.1,utORFs,1.29329204597651,0.684471977285348,Yes,1.6247530349447432,0.11838,No
466,815.1,utORFs,1.3798691944341002,0.8835316458599101,Yes,1.7891958526359777,0.0,No
467,1628.1,mel-specific,0.0801250009293047,0.0229166665061105,Yes,0.7972459004882579,0.0,No
468,646.1,utORFs,2.52834565218906,0.959802469767538,No,-1.1293911348606935,0.21056399999999997,No
469,4832.1,utORFs,1.7619673185373101,0.810248366132488,Yes,1.7800024589787504,0.0,No
470,2758.2,unassigned,1.14330667282144,0.6578399981449671,No,5.1279078113121255,0.0,No
471,2255.1,utORFs,1.05698718581325,0.8918974355567629,No,1.7553580714011123,0.0,No
472,1788.1,utORFs,1.4331372440495902,0.740803922325665,No,1.1727694024715036,0.31751999999999997,No
473,1942.1,utORFs,0.454156250110827,0.36119444569057,Yes,0.7518523142784167,0.0,No
474,164.1,utORFs,1.39484228589822,0.8128781370917919,No,1.745839432300095,0.0,No
475,2302.1,utORFs,1.75573759001567,0.867957446466577,No,1.7452176755782451,0.0,No
476,1016.1,alt-frame,0.553877201192735,0.9791052592428109,No,1.7448743393280126,0.0,No
477,450.1,fast-evolving,0.11740000138059299,0.10276000049430901,No,0.7423029921579221,0.0,No
478,1939.1,utORFs,1.16782858244454,0.53454285744755,Yes,1.9366130647901252,0.032345,No
479,2237.1,nonfunctional,1.26346030866816,0.871603172242878,Yes,-6.907755278982137,0.275273,No
480,3032.1,utORFs,1.90977562094728,0.8782051292733879,No,1.7213961948821814,0.0,No
481,1661.1,fast-evolving,-0.103016256581901,0.0936666661059499,Yes,0.7214804748917828,0.0,No
482,783.1,utORFs,2.1276266761620803,0.906253333613277,No,1.7036048935812322,0.0,No
483,718.1,utORFs,1.8124176108811798,0.7919195411375358,No,1.7657872591352168,0.074782,No
484,3367.1,fast-evolving,0.30925757371622997,0.0917727274407463,Yes,0.7020201986467803,0.0,No
485,4294.1,fast-evolving,0.374933335930109,0.0533333331863913,No,0.6979610751544351,0.0,No
486,592.1,fast-evolving,0.17797849016384304,0.13037634400716,Yes,0.6941601673155732,0.0,No
487,201.1,utORFs,0.394248369795094,0.464228757659393,Yes,0.691091068208937,0.0,No
488,2039.1,alt-frame,1.98951514497061,0.848287877991838,No,1.6839982965198237,0.0,No
489,1940.1,utORFs,2.02423079397816,0.968820512294769,No,1.6835209271335305,0.0,No
490,2101.1,utORFs,0.43482715418033396,0.200641975909138,Yes,0.679917553688246,0.0,No
491,1882.1,unassigned,1.42283335464273,0.7215393949797461,No,4.544721115636596,0.0,No
492,447.1,utORFs,1.79941975456996,0.965679010491312,Yes,1.6811995340590757,0.0,No
493,2696.1,fast-evolving,0.294466661844247,0.0532500001078006,Yes,0.6594394032122545,0.0,No
494,2041.1,utORFs,1.15793598439955,0.7241523181909091,Yes,1.8673094844710092,0.03106,No
495,2278.1,utORFs,0.7042029023691809,0.369644927914572,No,1.4432761204684643,0.139075,No
496,836.1,utORFs,2.63393331473279,0.9547666662614099,Yes,1.6300701954707573,0.0,No
497,2209.1,utORFs,1.54532120464313,0.903890909939637,No,0.09040453039458153,0.090181,No
498,1613.1,fast-evolving,0.173056600591953,0.10275471697959698,Yes,0.6146427890711171,0.0,No
499,4708.1,unassigned,1.57856098182757,0.6847967482332851,No,4.278246064688758,0.0,No
500,4777.1,utORFs,1.2528083579149099,0.7237750017811779,Yes,1.5157457229771538,0.111982,No
501,3212.1,nonfunctional,1.3753963975688899,0.877513513769241,Yes,-2.6724031736560674,0.0,Yes
502,3458.1,fast-evolving,0.245368418018252,0.0835175436018688,No,0.5969902923992483,0.0,No
503,1369.1,alt-frame,2.41327620591702,0.8245904766688391,No,0.472899432357761,0.002359,No
504,1041.1,fast-evolving,0.0687777752976953,0.0422777777541399,Yes,0.5878322194200517,0.0,No
505,1717.1,unassigned,0.0,0.0,No,0.5775965886456514,0.0,No
506,2328.1,utORFs,1.24792307455881,0.671294871859479,Yes,1.2643783903910861,0.179207,No
507,453.1,alt-frame,2.15611763243956,0.9369607843166469,No,1.5956097424723636,0.0,No
508,3077.1,utORFs,0.9615972297874069,0.62994444463402,Yes,4.111852778323096,0.0,No
509,2364.1,utORFs,1.26409288151749,0.591721311936796,Yes,1.6182529456153318,0.076886,No
510,2199.1,utORFs,0.48848484384573293,0.37884848179281505,No,0.5594740636072902,0.0,No
511,2254.1,utORFs,1.91459090504654,0.779424242292545,No,1.2557698717985148,0.18011,No
512,2313.1,utORFs,2.18406410042483,0.9272628220034019,No,1.5821244734766327,0.0,No
513,3026.1,alt-frame,2.1403333139088403,0.8982478635142851,No,1.5708902047618172,0.0,No
514,2148.1,alt-frame,1.7544838617585803,0.8844193545400452,No,1.5681856170143573,0.0,No
515,1743.1,utORFs,1.97371793585197,0.902858974865805,Yes,0.21735321965337034,0.040466,No
516,2659.1,nonfunctional,3.0079848594737797,0.998621212713646,No,-6.907755278982137,0.179758,No
517,665.1,utORFs,0.534031748577642,0.46593650914765605,No,1.0521441764481159,0.249796,No
518,2375.1,utORFs,1.64194735361002,0.7565087721497908,Yes,3.8744872926640235,0.0,No
519,649.1,utORFs,1.71053969387024,0.8953650777361221,No,1.5356376467800312,0.0,No
520,2485.1,utORFs,0.7732903250212709,0.46412903248077103,No,3.8369253590930636,0.0,No
521,874.1,alt-frame,1.49579510631023,0.8774587162464158,No,1.53132608940241,0.0,No
522,464.1,utORFs,1.18714776237358,0.7516048106135279,Yes,3.8241930389400807,0.0,No
523,119.1,alt-frame,2.13486324982224,0.8714700849382528,Yes,1.5204939054813198,0.0,No
524,602.1,fast-evolving,-0.163311120122671,0.00171111114840541,Yes,0.4379497230696513,0.0,No
525,4391.1,utORFs,1.5865980686218102,0.998754903381946,No,1.5114000759543458,0.0,No
526,778.1,utORFs,0.76386206225096,0.3383678167646261,Yes,3.729863899438345,0.0,No
527,1899.1,alt-frame,1.5582745022633502,0.9871176504621321,No,1.5104104119465769,0.0,No
528,642.1,utORFs,1.21902221484731,0.9147222244077259,Yes,1.5100462145555187,0.0,No
529,2472.1,fast-evolving,0.324014488540158,0.0564637677912749,Yes,0.3940508796128394,0.0,No
530,2569.1,utORFs,1.7412298947744,0.821965517454791,Yes,1.5055128105213078,0.0,No
531,1905.1,unassigned,0.0,0.0,No,0.3925878847477004,0.0,No
532,4989.1,fast-evolving,-0.0442868474412386,0.10958276634421901,Yes,0.3715566598569775,0.0,No
533,2287.1,mel-specific,-0.11451041648858,0.0139791667133977,Yes,0.3678470034249761,0.0,No
534,2768.1,utORFs,0.7998176227036701,0.555761006555327,Yes,1.5819988818881852,0.058254999999999994,No
535,797.1,utORFs,0.19029629476696103,0.3159629634307,Yes,0.35790518687946193,0.0,No
536,2703.1,utORFs,0.955607845977533,0.6656013085382071,Yes,1.4615226519108393,0.094725,No
537,3745.1,utORFs,0.323276192630597,0.34811428471668,Yes,0.3383262311963709,0.0,No
538,570.1,utORFs,0.9321111065025129,0.8546296301999209,No,1.4814895343112087,0.0,No
539,1544.1,fast-evolving,0.11964000096751598,0.15363111106678798,No,0.3166411803495049,0.0,No
540,210.1,utORFs,0.329870367429167,0.42963888977667203,No,0.31059089992106803,0.0,No
541,2231.1,mel-specific,-0.20574774895165399,0.000495495515883909,No,0.30938142923054723,0.0,No
542,2386.1,unassigned,0.6394980631344991,0.35137837811252104,No,3.5814971460104625,0.0,No
543,316.1,alt-frame,1.92792122510798,0.8098060606964721,No,1.4572787814895412,0.0,No
544,995.1,utORFs,0.8332413802373001,0.706333333776258,No,3.572191721519091,0.0,No
545,3972.1,utORFs,0.6836756728411241,0.408117116090154,No,3.5700644705574276,0.0,No
546,2033.1,utORFs,2.1365142945688,0.8943714284903499,No,1.4468516865543277,0.0,No
547,1031.1,utORFs,0.4508469900258821,0.302622950717278,Yes,0.2571043012376401,0.0,No
548,1356.1,utORFs,1.05015873329507,0.8375555601207509,Yes,1.424448399808957,0.0,No
549,1377.1,utORFs,1.18351428784607,0.7434761924247829,Yes,0.4833553470359103,0.7397050000000001,No
550,1775.1,fast-evolving,0.611420284781227,0.49343478181517497,Yes,1.4781465234129247,0.06711900000000001,No
551,2391.1,utORFs,0.25808333915753195,0.323666666236628,No,0.24164179886512419,0.0,No
552,3214.1,alt-frame,2.3398095097333704,0.9987301589950679,Yes,1.417729072645778,0.0,No
553,365.1,fast-evolving,-0.272703701837195,0.0382777784942408,Yes,0.23730677762629765,0.0,No
554,1941.1,utORFs,0.7726964254065279,0.6641011921365999,Yes,1.6043355173276397,0.024103,No
555,2486.1,fast-evolving,0.324806198777357,0.19906976759477102,Yes,0.19611022138119752,0.0,No
556,4773.1,utORFs,0.8973333431640641,0.7332708337344229,No,3.284204321393034,0.0,No
557,4510.1,utORFs,1.3581982063473501,0.927702703454473,Yes,1.361120388944581,0.0,No
558,1691.1,utORFs,1.4516560292583103,0.716925531831332,Yes,3.2470271127541435,0.0,No
559,2490.1,utORFs,2.36354362079038,0.886866666529423,Yes,1.3590344119895672,0.0,No
560,513.1,alt-frame,2.20506479490669,0.9853425939153471,Yes,1.357382924292133,0.0,No
561,1992.1,fast-evolving,-0.00478181689130989,0.0908909088007711,No,0.15135448841096583,0.0,No
562,903.1,utORFs,1.59894792997511,0.9774999997268119,Yes,1.3405192346528305,0.0,No
563,1353.1,utORFs,1.2347037172401998,0.814901235889942,Yes,1.3398448429999896,0.0,No
564,1534.1,utORFs,0.784893337587516,0.46852666692265005,No,1.3560789383502632,0.08164500000000001,No
565,4663.1,utORFs,0.38063637387816496,0.431111111464402,No,0.13540376364337606,0.0,No
566,4779.1,utORFs,2.1559215766176902,0.8823176471028,Yes,-0.6979125167604131,0.077941,No
567,1293.1,alt-frame,1.6634687410260098,0.9499479182995859,No,1.3339542031723735,0.0,No
568,203.1,alt-frame,1.3850000007369099,0.5860520833169479,Yes,3.146473418947597,0.0,No
569,1929.1,utORFs,0.395753623472284,0.241304347192045,Yes,0.10630137291279664,0.0,No
570,515.1,utORFs,2.50201147700521,0.958735631971524,Yes,1.3273046833038369,0.0,No
571,486.1,mel-specific,0.0474246027362016,0.0631349201476763,Yes,0.10445820870131353,0.0,No
572,1045.1,mel-specific,0.789620693719507,0.336770115310497,Yes,3.1323792389872516,0.0,No
573,2346.1,utORFs,1.72981668741753,0.9901000003019971,Yes,1.3014976209199698,0.0,No
