,furthest,genomic,phyloP,phastCons,length,monophyletic,sigTPM,tau,dev_tau
676,7,3,2,1,2,2,1,1,2
677,10,2,3,3,2,2,2,2,2
678,12,2,3,3,2,2,2,1,2
679,8,1,3,3,3,2,1,2,1
680,6,3,2,2,2,2,1,1,2
681,11,2,3,3,3,2,1,2,1
682,6,2,2,2,2,2,1,1,1
683,7,2,2,2,3,2,1,2,1
684,6,2,2,2,3,2,1,1,1
685,NA,3,3,3,2,NA,1,2,2
686,9,3,3,3,1,2,1,2,1
687,14,2,3,3,2,2,2,2,2
688,10,3,2,2,3,2,1,1,1
689,7,1,3,3,3,2,1,1,1
690,7,2,2,2,2,2,1,1,1
691,8,2,2,2,2,2,1,1,2
692,3,3,3,2,3,1,1,2,2
693,6,3,2,2,2,2,1,1,1
694,2,1,1,1,2,2,1,1,2
695,10,2,3,2,2,2,1,1,1
696,9,2,2,2,2,2,1,1,1
697,8,2,3,2,3,2,1,1,1
698,6,1,2,1,2,2,1,1,1
699,8,3,3,3,2,2,1,1,2
700,2,3,1,1,1,1,1,1,1
701,7,3,2,2,2,2,1,1,2
702,10,3,2,2,2,2,1,1,1
703,7,1,2,1,2,2,1,1,1
704,10,3,3,3,3,2,1,1,1
705,8,1,3,2,3,2,1,1,1
706,6,2,2,2,2,2,1,1,1
707,1,3,2,3,1,1,1,1,1
708,9,1,3,3,2,2,1,1,1
709,8,3,2,2,2,2,1,1,2
710,11,3,3,3,2,2,2,2,2
711,10,2,3,2,2,2,1,1,1
712,6,3,2,2,2,2,1,1,1
713,10,3,2,2,2,2,1,1,2
714,10,2,3,2,2,2,1,2,1
715,9,2,3,2,2,2,1,1,2
716,3,1,2,2,2,1,1,1,1
717,9,3,3,2,2,1,1,1,1
718,14,2,3,3,3,2,1,2,1
719,8,3,3,3,2,2,1,1,1
720,7,3,2,2,2,2,1,1,1
721,8,2,3,2,3,2,1,1,2
722,10,2,3,2,2,2,2,1,2
723,3,2,2,1,2,2,1,1,1
724,6,3,2,2,2,2,1,2,1
725,7,3,3,2,2,2,1,1,2
726,8,3,2,2,3,2,1,2,1
727,1,2,2,1,3,1,1,1,1
728,8,2,2,2,3,2,1,1,2
729,5,3,2,3,1,2,1,2,2
730,10,2,3,3,3,2,1,1,1
731,10,2,3,3,2,2,2,2,2
732,6,3,2,3,3,2,1,1,1
733,7,3,3,2,2,2,1,1,1
734,7,3,2,2,3,2,1,2,2
735,4,2,1,1,1,2,1,1,1
736,14,2,3,3,2,2,1,1,2
737,NA,3,3,3,3,NA,1,1,1
738,10,2,3,3,2,2,2,2,2
739,8,3,2,3,2,2,1,1,1
740,10,1,3,2,3,2,1,1,1
741,6,3,1,1,2,2,1,1,1
742,8,3,3,3,1,2,1,2,2
743,7,3,3,2,3,2,1,1,2
744,10,2,3,2,3,2,1,1,2
745,8,2,2,2,2,2,1,1,1
746,7,3,2,2,3,2,1,2,1
747,2,1,2,1,1,2,1,1,1
748,8,2,2,2,3,2,1,1,1
749,6,3,2,2,3,2,1,2,1
750,3,1,2,2,3,2,1,1,1
751,8,4,2,3,2,2,1,1,2
752,1,3,3,3,2,1,1,1,2
753,7,3,3,3,3,2,1,1,2
754,10,3,3,3,2,2,1,2,1
755,11,1,2,3,2,2,1,1,1
756,10,1,3,3,2,2,1,2,2
757,7,3,3,2,2,2,1,1,1
758,10,2,3,2,3,2,1,1,1
759,10,1,3,3,3,2,1,1,1
760,6,1,2,2,3,2,1,1,2
761,6,3,2,2,2,2,1,1,2
762,NA,3,2,2,2,NA,1,1,2
763,6,3,2,2,2,2,1,2,2
764,10,2,3,2,3,2,1,2,2
765,10,3,3,3,1,2,1,2,2
766,8,2,2,2,3,2,1,1,1
767,7,3,2,2,2,2,1,2,1
768,NA,3,2,2,2,2,1,1,1
769,7,3,2,2,2,2,1,1,1
770,14,3,3,3,2,2,1,2,1
771,8,3,2,2,1,2,1,2,1
772,3,2,2,2,2,1,2,2,2
773,NA,2,3,3,2,NA,1,1,1
774,NA,3,2,2,2,2,1,1,1
775,NA,2,3,3,3,NA,1,1,1
776,NA,2,3,3,2,NA,2,1,2
777,11,2,3,3,2,2,1,1,1
778,9,2,2,2,2,2,1,2,2
779,10,2,3,3,2,2,2,2,2
780,6,2,3,3,3,2,1,1,2
781,7,3,3,3,2,2,1,1,2
782,8,3,3,3,1,2,1,1,2
783,1,3,1,1,2,1,1,2,1
784,7,2,2,3,3,2,1,1,2
785,9,1,2,2,3,2,1,1,1
786,6,3,2,1,2,2,2,2,2
787,8,1,2,2,2,2,1,1,1
788,8,2,2,2,3,2,1,1,2
789,6,3,3,2,3,2,1,2,1
790,NA,3,3,2,3,NA,1,2,2
791,6,3,2,1,2,2,1,1,2
792,12,2,NA,NA,2,2,NA,NA,NA
793,6,2,2,2,2,2,1,1,2
794,6,2,2,1,2,2,1,2,1
795,1,1,1,NA,2,1,1,1,1
796,6,3,3,2,3,2,1,2,2
797,10,3,3,3,2,2,1,2,1
798,10,1,3,3,3,2,1,2,1
799,4,3,2,1,1,2,1,1,1
800,10,2,3,3,3,2,1,2,1
801,2,2,2,2,3,2,1,2,2
802,8,2,3,2,3,2,1,1,1
803,14,2,3,3,3,2,1,1,2
804,6,1,2,2,2,2,2,2,2
805,6,3,2,2,2,2,1,1,2
806,8,2,3,3,2,2,1,1,1
807,8,1,2,3,2,2,1,1,1
808,4,1,2,2,3,2,1,1,2
809,2,2,2,1,1,1,1,1,2
810,11,2,3,3,3,1,1,1,1
811,10,2,2,2,2,2,2,2,2
812,10,2,3,3,3,2,1,1,1
813,10,2,2,2,2,2,1,1,2
814,14,3,3,3,2,2,1,1,1
815,8,1,2,2,2,2,1,1,1
816,1,3,1,1,2,1,1,1,1
817,7,2,2,2,2,1,1,1,1
818,4,1,2,1,2,2,1,1,2
819,6,2,3,2,2,2,1,1,2
820,7,1,3,3,2,2,2,1,2
821,10,3,3,3,1,2,1,1,2
822,8,3,3,3,2,2,1,1,2
823,12,3,3,3,2,2,1,1,2
824,7,3,3,3,2,2,1,2,2
825,7,1,2,2,2,2,1,2,1
826,6,1,2,2,2,2,1,1,1
827,8,3,2,2,2,2,1,1,2
828,2,3,2,1,2,1,1,1,2
829,7,2,3,3,3,2,1,1,1
830,6,3,3,2,2,2,1,1,1
831,8,2,3,2,1,2,1,2,1
832,8,2,2,2,2,2,1,1,2
833,8,2,3,3,3,2,1,2,1
834,8,2,2,2,3,2,1,1,1
835,7,1,2,1,2,2,1,1,2
836,10,1,3,2,2,2,1,1,1
837,7,2,2,2,3,2,1,1,1
838,7,2,3,3,2,2,1,1,1
839,8,1,2,2,2,2,1,1,1
840,10,1,3,3,2,2,1,1,1
841,14,2,2,1,2,2,1,1,2
842,10,1,2,2,3,2,1,1,1
843,2,2,2,1,2,1,1,2,1
844,10,3,3,3,3,2,1,2,2
845,14,2,3,2,2,2,1,1,2
846,7,2,2,2,3,2,1,2,1
847,10,2,3,3,1,2,1,2,1
848,11,2,3,3,2,1,1,1,1
849,1,3,1,1,2,1,1,1,1
850,14,3,3,3,2,2,1,2,2
851,10,2,3,2,3,2,1,1,2
852,10,2,3,3,2,2,1,1,2
853,6,2,2,3,2,2,1,2,1
854,6,2,2,2,2,2,2,2,2
855,10,3,2,2,2,2,1,1,1
856,10,2,3,2,3,2,1,1,2
857,9,2,3,2,3,2,1,2,2
858,8,3,2,2,2,2,1,2,1
859,12,2,3,3,2,2,1,1,2
860,10,3,3,2,2,2,1,2,2
861,10,1,3,2,1,2,1,2,2
862,3,2,1,1,2,1,1,1,2
863,7,3,2,2,2,2,1,1,1
864,3,1,2,2,3,2,1,1,1
865,6,3,1,1,1,2,1,1,1
866,7,3,3,3,1,2,1,1,1
867,7,3,2,2,2,2,1,1,1
868,9,1,3,2,2,2,1,1,1
869,7,2,2,2,3,2,1,2,2
870,10,2,3,3,3,2,1,1,2
871,10,3,3,2,2,2,1,1,1
872,10,3,3,2,2,2,1,1,2
873,7,2,2,2,2,2,1,2,1
874,5,3,2,2,2,2,1,1,2
875,7,1,2,2,3,2,1,1,1
876,10,3,2,2,2,2,1,1,1
877,8,1,3,2,3,2,1,1,1
878,10,2,2,2,2,2,1,2,2
879,14,2,2,3,2,2,2,2,2
880,8,2,2,2,2,2,1,1,1
881,2,2,1,1,3,1,1,2,2
882,7,1,2,2,3,2,1,1,1
883,7,2,2,2,2,2,1,2,1
884,8,2,2,2,3,2,1,2,2
885,6,2,2,2,3,2,1,2,1
886,3,2,2,1,2,2,1,1,1
887,8,3,3,3,3,2,1,1,1
888,8,3,3,3,3,2,1,2,2
889,7,3,2,2,1,2,1,1,1
890,7,3,2,2,3,2,1,1,1
891,7,3,2,2,3,2,1,2,2
892,7,1,2,3,2,2,1,2,1
893,10,2,2,2,3,2,1,1,1
894,7,2,2,2,2,2,1,2,1
895,6,1,2,1,2,2,1,2,1
896,7,2,3,2,3,2,1,1,2
897,8,1,2,2,3,2,1,1,1
898,6,2,2,2,2,2,1,1,1
899,7,2,3,3,1,2,1,1,1
900,8,2,2,2,2,2,1,1,1
901,7,3,2,1,2,2,1,1,1
902,10,1,3,2,3,2,1,1,1
903,6,3,2,1,1,2,1,1,1
904,1,4,2,1,2,1,1,1,1
905,1,1,2,2,2,1,1,1,1
906,6,3,2,1,2,2,1,1,1
907,9,2,3,2,3,2,1,1,2
908,1,4,2,3,3,1,1,1,2
909,1,1,1,1,3,1,1,1,1
910,6,3,1,1,2,2,1,2,1
911,4,2,2,1,3,2,1,1,2
912,9,2,3,3,2,2,1,2,1
913,8,1,3,2,3,2,1,1,1
914,10,3,2,3,2,2,1,1,1
915,10,1,2,1,1,2,1,1,1
916,10,3,2,2,3,2,1,1,2
917,9,1,2,2,2,2,1,2,2
918,10,2,3,3,3,2,1,1,1
919,6,3,2,2,3,2,1,2,1
920,11,3,3,3,2,2,1,2,2
921,8,3,3,3,2,2,1,1,1
922,10,2,2,2,2,2,1,2,1
923,7,3,3,3,3,1,1,1,2
924,9,1,3,3,3,2,1,1,1
925,1,4,1,NA,2,1,1,1,2
926,1,3,2,3,3,1,1,1,1
927,13,2,3,3,2,2,1,1,2
928,3,2,2,2,2,2,1,2,1
929,7,1,2,2,3,2,1,1,2
930,10,3,3,2,3,2,1,1,2
931,9,3,2,2,1,2,1,1,2
932,6,1,2,3,2,2,1,1,2
933,10,3,3,3,1,2,1,2,2
934,7,2,2,1,2,2,1,2,1
935,7,3,3,3,2,2,1,2,1
936,7,3,2,2,2,2,1,1,1
937,7,2,3,3,2,2,1,2,1
938,10,2,3,3,3,2,1,1,1
939,1,2,1,NA,2,1,1,1,2
940,8,2,2,2,2,2,1,2,1
941,12,2,3,2,2,2,2,2,2
942,12,3,3,3,2,2,1,1,2
943,10,1,2,2,2,2,1,1,1
944,8,1,2,2,3,2,1,1,1
945,10,2,3,3,2,2,1,1,2
946,7,3,2,2,2,2,1,1,2
947,7,3,2,2,2,2,1,1,1
948,NA,3,3,2,3,NA,1,2,2
949,6,3,2,1,2,2,1,1,1
950,10,1,3,2,1,2,1,1,1
951,6,1,2,2,3,2,1,1,2
952,10,2,2,1,2,2,1,1,1
953,10,2,2,2,3,2,1,1,1
954,10,3,3,3,2,2,1,2,2
955,1,1,1,NA,3,1,1,1,1
956,6,3,2,1,3,2,1,2,1
957,12,3,3,3,2,2,1,2,1
958,7,2,2,2,1,2,1,1,1
959,7,2,2,2,2,2,1,1,1
960,7,1,3,3,3,2,1,1,1
961,7,2,3,3,3,2,1,1,2
962,6,1,2,2,2,2,2,2,2
963,6,1,3,2,3,2,1,1,1
964,10,3,3,2,2,2,1,1,1
965,8,3,3,3,3,2,1,1,1
966,7,1,2,3,2,2,1,1,2
967,8,3,3,3,2,2,1,2,1
968,7,2,2,2,2,2,1,1,2
969,6,2,2,2,2,2,1,1,1
970,7,3,2,2,3,2,1,2,1
971,8,3,3,3,2,2,1,1,1
972,5,2,3,3,1,2,1,1,1
973,8,3,3,3,3,2,1,1,1
974,8,2,2,2,3,2,1,1,2
975,6,3,2,1,3,2,1,1,1
976,10,3,3,3,3,2,1,1,2
977,7,2,2,2,2,2,1,1,2
978,2,2,2,3,2,1,2,1,2
979,10,3,3,3,2,2,1,2,2
980,7,2,2,2,3,2,1,1,2
981,5,2,2,2,3,2,1,1,1
982,7,3,2,2,2,2,1,2,2
983,7,3,2,2,2,2,1,1,1
984,10,3,3,3,3,2,1,2,2
985,8,1,2,2,3,2,1,1,2
986,7,3,2,2,2,2,1,1,1
987,10,1,3,2,3,2,1,1,1
988,7,3,2,2,3,2,1,1,2
989,4,2,1,1,3,2,1,1,1
990,10,3,3,3,2,2,1,1,2
991,NA,4,2,1,3,2,1,1,2
992,11,2,3,2,2,2,1,1,1
